Age,Country,Average Finish Position,Behind Winner,Races Won,Total Races,Win%
8,IRE,8.133333333333333,6.466666666666667,0.0,15,0.0
8,NZ,8.0,4.25,0.0,1,0.0
8,USA,8.5,6.5,0.0,2,0.0
2,AUS,7.242105263157895,7.072982456140351,59.0,570,0.10350877192982456
2,NZ,7.328740157480315,5.8089566929133865,35.0,508,0.0688976377952756
2,SAF,8.5,8.75,1.0,8,0.125
3,ARG,8.702702702702704,16.994594594594595,5.0,111,0.04504504504504504
3,AUS,6.91019712825505,6.455490386955433,1617.0,20545,0.07870528109028961
3,BRZ,8.666666666666666,7.083333333333333,1.0,15,0.06666666666666667
3,CAN,8.544444444444444,8.041666666666666,3.0,90,0.03333333333333333
3,FR,7.187956204379562,5.291514598540146,33.0,548,0.060218978102189784
3,GB,6.940842545563191,6.701942037645656,222.0,3347,0.06632805497460412
3,GER,8.043478260869565,6.105590062111801,6.0,161,0.037267080745341616
3,GR,7.848484848484849,5.513636363636364,1.0,33,0.030303030303030304
3,IRE,7.182893685051958,6.220807354116713,394.0,6255,0.06298960831334932
3,ITY,5.5,4.625,0.0,4,0.0
3,JPN,12.153846153846153,16.557692307692307,0.0,13,0.0
3,NZ,6.872697997383516,6.3992150548454925,1578.0,19874,0.07940022139478715
3,SAF,7.335697399527187,7.568912529550827,31.0,423,0.07328605200945626
3,USA,7.529019346230821,11.180453635757171,93.0,1499,0.06204136090727151
3,ZIM,8.666666666666666,5.791666666666667,1.0,12,0.08333333333333333
4,AUS,5.845804988662132,3.8641156462585036,90.0,882,0.10204081632653061
4,FR,6.867924528301887,5.441509433962263,1.0,53,0.018867924528301886
4,GB,6.69969040247678,4.862538699690402,29.0,323,0.08978328173374613
4,GER,6.142857142857143,4.107142857142857,1.0,7,0.14285714285714285
4,IRE,6.532467532467533,4.752207792207793,29.0,385,0.07532467532467532
4,ITY,4.0,1.0833333333333333,1.0,3,0.3333333333333333
4,NZ,6.178888888888889,4.357,95.0,900,0.10555555555555556
4,SAF,5.7,3.658333333333333,3.0,30,0.1
4,USA,7.551724137931035,5.2862068965517235,3.0,87,0.034482758620689655
5,AUS,6.482758620689655,4.712271805273834,36.0,493,0.07302231237322515
5,FR,7.425925925925926,6.425925925925926,3.0,54,0.05555555555555555
5,GB,6.041025641025641,4.390000000000001,17.0,195,0.08717948717948718
5,GER,7.75,5.59375,0.0,8,0.0
5,IRE,5.64021164021164,3.4505291005291006,22.0,189,0.1164021164021164
5,NZ,6.319715808170515,4.563055062166963,49.0,563,0.08703374777975133
5,SAF,4.857142857142857,2.75,2.0,7,0.2857142857142857
5,USA,6.2075471698113205,4.6773584905660375,7.0,53,0.1320754716981132
6,AUS,6.8549222797927465,4.751554404145078,8.0,193,0.04145077720207254
6,FR,9.23076923076923,83.26923076923077,0.0,13,0.0
6,GB,6.909722222222222,5.007291666666666,7.0,144,0.04861111111111111
6,GER,6.833333333333333,7.25,0.0,6,0.0
6,IRE,6.708074534161491,4.747826086956522,14.0,161,0.08695652173913043
6,ITY,6.75,4.9375,0.0,4,0.0
6,NZ,6.871681415929204,4.814823008849558,15.0,226,0.06637168141592921
6,SAF,8.0,4.583333333333333,0.0,3,0.0
6,USA,7.052631578947368,5.036842105263158,6.0,38,0.15789473684210525
7,AUS,7.213483146067416,5.252808988764045,11.0,89,0.12359550561797752
7,GB,6.493975903614458,4.700602409638554,6.0,83,0.07228915662650602
7,GER,6.0,4.166666666666667,0.0,3,0.0
7,IRE,7.288888888888889,4.894444444444445,2.0,45,0.044444444444444446
7,NZ,6.433962264150943,4.0754716981132075,5.0,53,0.09433962264150944
7,USA,6.6923076923076925,6.1826923076923075,3.0,26,0.11538461538461539
8,AUS,7.3,7.03375,1.0,40,0.025
8,FR,8.571428571428571,9.428571428571429,0.0,7,0.0
8,GB,7.76,5.76,2.0,25,0.08
8,IRE,6.130434782608695,3.582608695652174,3.0,23,0.13043478260869565
8,NZ,9.333333333333334,6.333333333333333,0.0,3,0.0
9,AUS,8.916666666666666,8.854166666666666,0.0,12,0.0
2,AUS,8.714285714285714,7.071428571428571,0.0,14,0.0
2,NZ,5.666666666666667,3.9166666666666665,1.0,3,0.3333333333333333
3,AUS,7.295321637426901,6.030555555555555,31.0,342,0.09064327485380116
3,GB,5.0,4.0,0.0,2,0.0
3,IRE,7.392857142857143,5.991071428571429,1.0,28,0.03571428571428571
3,NZ,6.743083003952569,4.964624505928853,25.0,253,0.09881422924901186
3,SAF,4.5,2.5,0.0,2,0.0
3,USA,10.0,8.0,0.0,1,0.0
4,AUS,6.105140186915888,4.72908878504673,44.0,428,0.102803738317757
4,FR,7.5,7.2272727272727275,1.0,22,0.045454545454545456
4,GB,6.957746478873239,6.677464788732395,8.0,71,0.11267605633802817
4,IRE,6.168224299065421,4.425233644859813,12.0,107,0.11214953271028037
4,JPN,9.777777777777779,6.777777777777778,0.0,9,0.0
4,NZ,6.108374384236453,4.7421182266009865,47.0,406,0.11576354679802955
4,SAF,7.277777777777778,4.263888888888889,1.0,18,0.05555555555555555
4,USA,7.756756756756757,6.798648648648649,3.0,37,0.08108108108108109
5,AUS,6.471615720524017,4.739737991266375,21.0,229,0.09170305676855896
5,FR,4.666666666666667,3.8095238095238093,2.0,21,0.09523809523809523
5,GB,6.521739130434782,5.716666666666667,9.0,69,0.13043478260869565
5,IRE,5.807407407407408,4.403333333333332,15.0,135,0.1111111111111111
5,NZ,6.119834710743802,4.674586776859504,24.0,242,0.09917355371900827
5,SAF,6.285714285714286,4.964285714285714,0.0,7,0.0
5,USA,6.925,5.9875,6.0,40,0.15
6,AUS,7.355371900826446,6.255785123966943,12.0,121,0.09917355371900827
6,FR,4.785714285714286,6.107142857142857,2.0,14,0.14285714285714285
6,GB,6.208333333333333,5.302083333333333,5.0,24,0.20833333333333334
6,IRE,5.804347826086956,4.192391304347827,2.0,46,0.043478260869565216
6,NZ,6.328467153284672,4.925182481751825,13.0,137,0.0948905109489051
6,USA,6.176470588235294,5.397058823529412,2.0,17,0.11764705882352941
7,AUS,6.96875,5.921875,3.0,32,0.09375
7,FR,8.0,4.916666666666667,0.0,6,0.0
7,GB,8.27027027027027,6.3175675675675675,2.0,37,0.05405405405405406
7,IRE,6.6923076923076925,4.907692307692308,3.0,39,0.07692307692307693
7,NZ,6.672727272727273,4.5663636363636355,2.0,55,0.03636363636363636
7,USA,6.842105263157895,4.815789473684211,2.0,19,0.10526315789473684
8,AUS,6.533333333333333,3.7333333333333334,0.0,15,0.0
8,GB,8.0,5.973214285714286,1.0,28,0.03571428571428571
8,IRE,6.75,5.5625,0.0,4,0.0
8,NZ,7.916666666666667,5.854166666666667,0.0,24,0.0
9,AUS,7.0,17.25,0.0,2,0.0
9,GB,5.25,3.0625,2.0,16,0.125
9,NZ,6.4,3.375,1.0,10,0.1
10,GB,3.1666666666666665,1.625,2.0,6,0.3333333333333333
